1,478
1,3166
1,4572
1,6709
1,7873
1,8392
1,8970
1,9284
1,9548
1,11178
1,12822
1,13429
1,13752
1,14501
1,14746
1,18687
1,18717
1,18986
1,20400
1,24241
1,25257
1,26764
1,27178
1,27822
1,28401
1,29046
1,30198
1,30677
1,31150
1,31251
1,32215
1,36048
1,36964
1,37131
1,38303
1,38522
1,38606
1,40634
1,41219
1,41473
1,41509
1,41841
1,42280
1,42557
1,42626
1,44043
1,44233
1,44705
1,44887
1,44965
1,45080
1,45563
1,46954
1,47713
1,48533
1,49017
1,49805
1,49958
1,50346
1,50438
1,50921
1,51364
1,52192
1,53449
1,54239
1,54666
1,54960
1,55745
1,55957
1,57952
1,58036
1,58146
1,59984
1,60296
1,60412
1,62021
1,62842
1,63310
1,63380
1,64484
1,65825
1,65953
1,66103
1,67614
1,68020
1,68103
1,68139
1,70665
1,70672
1,71255
1,72395
1,74292
1,75101
1,76384
1,78057
1,78498
1,79637
1,80110
1,80173
1,80464
1,82226
1,82696
1,82846
1,83877
1,84011
1,84639
1,85377
1,85743
1,86795
1,87736
1,88333
1,89784
1,90149
1,90468
1,93303
1,93444
1,93663
1,93928
1,95299
1,95837
2,19
2,218
2,1051
2,1321
2,2041
2,2200
2,3564
2,3806
2,3878
2,4102
2,4139
2,4462
2,5332
2,5934
2,5944
2,6357
2,7032
2,7289
2,7385
2,8218
2,8337
2,9110
2,9458
2,9961
2,10037
2,11197
2,11270
2,11531
2,11715
2,11979
2,12804
2,12866
2,13154
2,13187
2,13391
2,13867
2,13952
2,14032
2,14648
2,14778
2,15220
2,15261
2,16336
2,17023
2,17238
2,17940
2,18160
2,18295
2,19409
2,19596
2,21584
2,23593
2,23964
2,24204
2,24331
2,24836
2,25790
2,25905
2,26055
2,28060
2,28322
2,28423
2,28554
2,28846
2,30004
2,30030
2,30837
2,30923
2,31303
2,32537
2,32798
2,32815
2,32944
2,34372
2,34647
2,34679
2,34797
2,35499
2,35752
2,36429
2,36725
2,37077
2,37358
2,38779
2,39341
2,39472
2,40076
2,40702
2,41464
2,41787
2,41998
2,42041
2,42471
2,43499
2,44939
2,45368
2,45620
2,46230
2,46813
2,48114
2,48154
2,48273
2,48877
2,48992
2,49373
2,49928
2,49949
2,50181
2,50538
2,50923
2,51302
2,51510
2,51630
2,51917
2,52308
2,52643
2,52684
2,53190
2,54470
2,54823
2,54923
2,55726
2,55886
2,56452
2,56593
2,56749
2,57123
2,57343
2,57768
2,58009
2,58749
2,59048
2,59490
2,59662
2,59974
2,60061
2,60266
2,60278
2,60681
2,60723
2,61062
2,61219
2,61304
2,61463
2,61541
2,61940
2,62467
2,62658
2,62738
2,63119
2,63243
2,63539
2,63625
2,63925
2,63971
2,64126
2,64145
2,64326
2,64330
2,64504
2,64625
2,64759
2,64959
2,65170
2,65342
2,65612
2,66214
2,66541
2,66738
2,67752
2,68573
2,69396
2,69803
2,70020
2,70460
2,70574
2,70644
2,70778
2,71033
2,71556
2,71584
2,71971
2,72260
2,72529
2,72603
2,72657
2,73648
2,74063
2,74815
2,75993
2,76287
2,76619
2,76925
2,76983
2,77056
2,77106
2,77306
2,77348
2,77961
2,78048
2,78143
2,78399
2,79653
2,79736
2,81188
2,81547
2,81620
2,81955
2,84285
2,84885
2,84929
2,85000
2,85206
2,85287
2,85446
2,86900
2,87731
2,87957
2,88977
2,89058
2,89203
2,89221
2,89618
2,89823
2,89991
2,90276
2,90391
2,90516
2,90565
2,90734
2,90959
2,91517
2,91553
2,92171
2,92310
2,92442
2,92676
2,92825
2,92869
2,93412
2,94085
2,94362
2,94540
2,94725
2,94886
2,95296
3,8
3,384
3,528
3,559
3,640
3,1261
3,1638
3,1705
3,1979
3,2180
3,2195
3,2418
3,2595
3,3305
3,3695
3,3778
3,4010
3,4372
3,4557
3,4817
3,4936
3,5131
3,5149
3,5382
3,5427
3,5442
3,5682
3,6069
3,6132
3,6360
3,6447
3,6599
3,6789
3,6858
3,6964
3,7148
3,7664
3,7860
3,7962
3,8209
3,8807
3,8818
3,9457
3,10025
3,10026
3,11375
3,11559
3,11581
3,12209
3,12493
3,12598
3,12623
3,12779
3,13215
3,13245
3,13334
3,13441
3,13622
3,13800
3,13851
3,14031
3,14312
3,14632
3,15086
3,16675
3,16734
3,16781
3,16969
3,18043
3,18136
3,18535
3,18649
3,18652
3,19070
3,19655
3,19720
3,19757
3,19868
3,21105
3,21409
3,21589
3,21891
3,22206
3,22360
3,22498
3,22576
3,23067
3,24191
3,24217
3,24637
3,24875
3,24880
3,24913
3,25530
3,27004
3,27045
3,27397
3,28076
3,28107
3,28300
3,28633
3,29102
3,29229
3,30324
3,30393
3,31374
3,31663
3,31995
3,32205
3,32519
3,32546
3,32984
3,33645
3,34292
3,34558
3,34564
3,34624
3,34828
3,34905
3,34956
3,35498
3,35898
3,36110
3,36745
3,36883
3,36959
3,37202
3,37263
3,37337
3,37413
3,37927
3,38117
3,38321
3,38593
3,38769
3,39254
3,39387
3,39710
3,40096
3,41906
3,42072
3,42765
3,42809
3,43277
3,43613
3,43858
3,44073
3,44187
3,44269
3,44412
3,44510
3,44785
3,44911
3,44998
3,45151
3,45451
3,45503
3,45529
3,45549
3,45633
3,45779
3,46038
3,46150
3,46570
3,47042
3,47043
3,48225
3,48398
3,48460
3,49209
3,49483
3,49872
3,50083
3,50178
3,50321
3,50528
3,50543
3,50688
3,50751
3,51024
3,51091
3,51211
3,51285
3,51349
3,51384
3,51550
3,51742
3,51748
3,52064
3,52123
3,52312
3,52607
3,52879
3,53413
3,53444
3,54186
3,55090
3,55286
3,55382
3,55569
3,56163
3,56271
3,56454
3,56665
3,56666
3,56688
3,56728
3,56738
3,57411
3,57418
3,57457
3,57533
3,58044
3,58096
